question_id,question
latvsldq000571,Nếu công ty không trang bị đầy đủ phương tiện bảo vệ cá nhân thì người lao động có phải tự mua để đảm bảo an toàn không?
latvsldq000572,Tôi cần làm gì để thực hiện đúng trách nhiệm của mình về an toàn lao động tại nơi làm việc?
latvsldq000573,"Anh A làm việc tại công trường xây dựng, được giao nhiệm vụ hàn nhưng không sử dụng kính bảo hộ vì 'vướng víu'. Nếu bị thanh tra phát hiện, anh A có bị xử phạt không?"
latvsldq000574,Thế nào là 'phương tiện bảo vệ cá nhân' trong an toàn lao động?
latvsldq000575,Luật quy định người lao động phải làm gì để đảm bảo an toàn lao động?
latvsldq000576,Tôi mới vào công ty và được giao vận hành máy cắt nhưng chưa được hướng dẫn gì về an toàn. Tôi có nên sử dụng máy không?
latvsldq000577,Công ty phải làm gì để đảm bảo tôi được huấn luyện an toàn trước khi làm việc với máy móc nguy hiểm?
latvsldq000578,"Anh A làm việc trong xưởng mộc, được giao sơn PU nhưng không được trang bị đồ bảo hộ và chưa được hướng dẫn về an toàn khi sử dụng hóa chất. Nếu anh A bị bệnh nghề nghiệp do sơn, ai chịu trách nhiệm?"
latvsldq000579,"Thế nào là 'máy, thiết bị có yêu cầu nghiêm ngặt về an toàn, vệ sinh lao động'?"
latvsldq000580,Điều luật nào quy định người lao động phải tham gia huấn luyện an toàn trước khi sử dụng máy móc nguy hiểm?
latvsldq000581,Nếu tôi thấy một đồng nghiệp không tuân thủ quy định an toàn thì tôi có bắt buộc phải báo cáo không?
latvsldq000582,"Nếu xảy ra tai nạn lao động tại công ty, người lao động cần thực hiện những bước gì?"
latvsldq000583,"Anh A là công nhân vận hành máy, thấy máy có dấu hiệu lạ nhưng vì sợ trễ tiến độ nên không báo cáo. Sau đó máy hỏng gây tai nạn. Anh A có vi phạm gì không?"
latvsldq000584,"Thế nào là 'nguy cơ trực tiếp gây mất an toàn, vệ sinh lao động'?"
latvsldq000585,Luật quy định cụ thể người lao động phải làm gì khi biết có nguy cơ xảy ra tai nạn lao động không?
latvsldq000586,"Nếu công ty tôi không đánh giá các nguy cơ tiềm ẩn tại nơi làm việc, điều này có vi phạm luật không?"
latvsldq000587,Công ty cần thực hiện những bước nào để kiểm soát các yếu tố nguy hiểm tại nơi làm việc?
latvsldq000588,"Một xưởng sản xuất hóa chất không trang bị đầy đủ thiết bị bảo hộ cá nhân cho công nhân, cũng không có biện pháp khử độc sau giờ làm. Điều này có vi phạm luật không?"
latvsldq000589,Thế nào là 'yếu tố nguy hiểm' tại nơi làm việc?
latvsldq000590,"Điều luật nào quy định về trách nhiệm của người sử dụng lao động trong việc kiểm soát yếu tố nguy hiểm, có hại?"
latvsldq000591,"Công ty tôi sản xuất đồ gỗ, có nhiều bụi. Vậy có cần phải đo đạc môi trường làm việc để xem bụi có ảnh hưởng đến sức khỏe nhân viên không?"
latvsldq000592,Quy trình quan trắc môi trường lao động được thực hiện như thế nào?
latvsldq000593,"Xưởng may của bà T không quan trắc môi trường lao động dù công nhân thường xuyên than khó thở vì bụi vải. Thanh tra phát hiện, bà T sẽ bị xử lý như thế nào?"
latvsldq000594,Thế nào là 'yếu tố có hại' trong môi trường lao động?
latvsldq000595,Luật quy định tần suất tối thiểu quan trắc môi trường lao động là bao lâu một lần?
latvsldq000596,Công ty tôi chỉ kiểm tra máy móc khi có sự cố xảy ra. Như vậy có đủ theo quy định của luật không?
latvsldq000597,Công ty cần thực hiện những bước nào để kiểm soát yếu tố nguy hiểm?
latvsldq000598,"Xưởng sản xuất của anh A có nhiều máy móc cũ kỹ, tiềm ẩn nguy cơ gây tai nạn. Anh A chỉ kiểm tra khi có công nhân phàn nàn. Hỏi anh A có vi phạm luật không?"
latvsldq000599,Thế nào là 'yếu tố nguy hiểm' tại nơi làm việc?
latvsldq000600,"Luật quy định tần suất tối thiểu phải kiểm tra, đánh giá yếu tố nguy hiểm là bao lâu một lần?"
latvsldq000601,Nếu công ty chỉ thông báo kết quả quan trắc môi trường cho quản lý cấp cao mà không thông báo cho công nhân trực tiếp làm việc thì có đúng luật không?
latvsldq000602,Công ty phải làm gì để 'thông báo công khai' kết quả quan trắc môi trường lao động và kiểm tra yếu tố nguy hiểm?
latvsldq000603,Anh A làm việc tại xưởng hóa chất. Công ty có dán thông báo kết quả quan trắc ở phòng họp nhưng anh không biết. Liệu công ty có bị coi là vi phạm không?
latvsldq000604,Thế nào là 'yếu tố nguy hiểm' tại nơi làm việc?
latvsldq000605,Luật quy định chính xác trách nhiệm của người sử dụng lao động về thông báo kết quả quan trắc như thế nào?
latvsldq000606,Nếu công ty đã có kết quả đo đạc môi trường làm việc nhưng chưa có ai yêu cầu thì có cần chủ động công bố không?
latvsldq000607,Nếu tổ chức công đoàn yêu cầu cung cấp thông tin về các yếu tố nguy hiểm thì công ty cần chuẩn bị những gì?
latvsldq000608,"Một thanh tra viên đến công ty yêu cầu xem báo cáo đánh giá nguy cơ về điện giật trong xưởng sản xuất, nhưng quản lý từ chối với lý do 'đây là bí mật kinh doanh'. Việc này có đúng luật không?"
latvsldq000609,Thế nào là 'yếu tố nguy hiểm' tại nơi làm việc?
latvsldq000610,Luật quy định cụ thể nghĩa vụ cung cấp thông tin về an toàn lao động khi có yêu cầu như thế nào?
latvsldq000611,"Công ty chỉ cần quan trắc môi trường lao động một lần rồi thôi, không cần làm gì thêm có được không?"
latvsldq000612,"Khi phát hiện yếu tố nguy hiểm tại nơi làm việc, công ty cần thực hiện những bước gì?"
latvsldq000613,"Trong xưởng sản xuất, máy móc không có rào chắn an toàn, gây nguy cơ tai nạn cho công nhân. Quản lý nói 'để từ từ sửa'. Hành động này có vi phạm không?"
latvsldq000614,Thế nào là 'yếu tố có hại' trong môi trường lao động?
latvsldq000615,Luật quy định người sử dụng lao động phải làm gì sau khi có kết quả quan trắc môi trường lao động?
latvsldq000616,Công ty có được tự do quy định về việc kiểm soát các yếu tố nguy hiểm tại nơi làm việc hay không?
latvsldq000617,Tôi muốn biết quy trình kiểm soát yếu tố nguy hiểm tại xưởng sản xuất nơi tôi làm việc thì tìm ở đâu?
latvsldq000618,Một công ty khai thác than không thực hiện quan trắc môi trường lao động định kỳ. Hỏi công ty này có vi phạm pháp luật không?
latvsldq000619,Thế nào là 'yếu tố nguy hiểm' tại nơi làm việc?
latvsldq000620,"Điều 18 Luật An toàn, vệ sinh lao động quy định cụ thể trách nhiệm của ai trong việc ban hành quy định về kiểm soát yếu tố nguy hiểm?"
latvsldq000621,Công ty có cần phải có sẵn phương án ứng phó khi có sự cố kỹ thuật gây mất an toàn lao động không?
latvsldq000622,Công ty cần làm gì để chuẩn bị cho việc ứng cứu khi có sự cố mất an toàn lao động?
latvsldq000623,"Trong xưởng sản xuất, một máy móc bị chập điện gây cháy. Công ty không có phương án ứng cứu và sơ cứu tại chỗ. Hỏi công ty này có vi phạm quy định không?"
latvsldq000624,"Thế nào là 'sự cố kỹ thuật gây mất an toàn, vệ sinh lao động nghiêm trọng'?"
latvsldq000625,Điều luật nào quy định về việc tổ chức diễn tập ứng cứu khẩn cấp?
latvsldq000626,"Nếu phát hiện máy móc có dấu hiệu hỏng hóc, gây nguy hiểm cho công nhân, quản đốc có quyền yêu cầu dừng hoạt động không?"
latvsldq000627,"Nếu công ty xảy ra sự cố rò rỉ khí độc, cần thực hiện những bước nào để ứng phó?"
latvsldq000628,"Một xưởng sản xuất bị chập điện gây cháy, công nhân được lệnh quay lại dập lửa dù chưa rõ đám cháy có thể lan rộng hay không. Việc này có đúng luật không?"
latvsldq000629,"Thế nào là 'sự cố kỹ thuật gây mất an toàn, vệ sinh lao động nghiêm trọng'?"
latvsldq000630,Người sử dụng lao động phải làm gì khi phát hiện nguy cơ tai nạn lao động đe dọa tính mạng người lao động?
latvsldq000631,"Nếu một vụ nổ lớn xảy ra tại nhà máy, chỉ có quản lý nhà máy chịu trách nhiệm ứng cứu?"
latvsldq000632,"Khi sự cố mất an toàn lao động nghiêm trọng xảy ra, cần thực hiện những bước gì?"
latvsldq000633,Công ty X lơ là việc ứng cứu khi xảy ra sập giàn giáo khiến nhiều công nhân bị thương. Hậu quả này sẽ bị xử lý như thế nào?
latvsldq000634,"Thế nào là 'sự cố kỹ thuật gây mất an toàn, vệ sinh lao động nghiêm trọng'?"
latvsldq000635,Điều luật nào quy định về trách nhiệm huy động nguồn lực ứng cứu sự cố?
latvsldq000636,"Khi một sự cố an toàn lao động nghiêm trọng xảy ra tại công ty tôi, nhưng nó ảnh hưởng đến cả khu công nghiệp, công ty tôi có phải báo cáo cho ai không?"
latvsldq000637,"Nếu công ty tôi được yêu cầu hỗ trợ ứng cứu một sự cố an toàn lao động ở một nhà máy khác, chúng tôi cần làm gì?"
latvsldq000638,"Một vụ nổ lớn xảy ra tại nhà máy hóa chất X, gây ô nhiễm lan rộng. Chính quyền tỉnh Y yêu cầu công ty Z (sản xuất mặt nạ phòng độc) cung cấp khẩn cấp 1000 mặt nạ. Giám đốc công ty Z từ chối vì lý do 'không có nghĩa vụ'. Đúng hay sai?"
latvsldq000639,"Thế nào là 'sự cố kỹ thuật gây mất an toàn, vệ sinh lao động nghiêm trọng'?"
latvsldq000640,Luật quy định như thế nào về trách nhiệm của cơ sở sản xuất kinh doanh khi được yêu cầu huy động ứng cứu sự cố?
latvsldq000641,Nếu công ty không có quy trình ứng cứu khi xảy ra sự cố cháy nổ thì có vi phạm luật không?
latvsldq000642,"Khi phát hiện sự cố rò rỉ khí gas tại nơi làm việc, người lao động cần thực hiện những bước gì?"
latvsldq000643,"Trong quá trình làm việc, anh A phát hiện máy móc có dấu hiệu chập điện nhưng không báo cáo vì nghĩ không nghiêm trọng. Sau đó, sự cố gây ra tai nạn cho đồng nghiệp. Anh A có phải chịu trách nhiệm không?"
latvsldq000644,"Thế nào là một 'sự cố kỹ thuật gây mất an toàn, vệ sinh lao động nghiêm trọng'?"
latvsldq000645,Cơ quan nào chịu trách nhiệm quy định chi tiết về biện pháp xử lý sự cố kỹ thuật?
latvsldq000646,Ông chủ có thể tự quyết định các biện pháp an toàn lao động mà không cần hỏi ý kiến công đoàn không?
latvsldq000647,Cần làm gì để cải thiện điều kiện làm việc theo đúng luật?
latvsldq000648,"Tại một xưởng sản xuất, công nhân liên tục phàn nàn về tiếng ồn lớn gây khó chịu và ảnh hưởng đến sức khỏe. Quản lý xưởng không có hành động gì. Điều này có vi phạm luật không?"
latvsldq000649,Văn hóa an toàn lao động là gì?
latvsldq000650,Luật quy định trách nhiệm phối hợp với công đoàn trong vấn đề an toàn lao động như thế nào?
latvsldq000651,Công ty có bắt buộc phải áp dụng công nghệ mới để cải thiện an toàn lao động không?
latvsldq000652,Doanh nghiệp có thể thực hiện những bước nào để xây dựng văn hóa an toàn lao động?
latvsldq000653,"Xưởng sản xuất của ông A vẫn dùng máy móc cũ kỹ, gây tiếng ồn lớn và bụi bẩn, dù biết có công nghệ mới giảm thiểu ô nhiễm. Ông A có vi phạm gì không?"
latvsldq000654,Thế nào là 'văn hóa an toàn lao động'?
latvsldq000655,Điều luật này quy định cụ thể những gì về việc áp dụng công nghệ?
latvsldq000656,"Công ty tôi bắt nhân viên tự chi trả chi phí khám sức khỏe định kỳ, điều này có đúng luật không?"
latvsldq000657,Công ty cần thực hiện những bước nào để tổ chức khám sức khỏe định kỳ cho nhân viên?
latvsldq000658,"Anh A là công nhân làm việc trong môi trường có nhiều bụi, công ty chỉ tổ chức khám sức khỏe 1 năm 1 lần. Như vậy có đúng quy định không?"
latvsldq000659,"Thế nào là 'công việc nặng nhọc, độc hại, nguy hiểm' để xác định tần suất khám sức khỏe?"
latvsldq000660,Luật quy định tần suất khám sức khỏe tối thiểu cho người lao động chưa thành niên là bao lâu?
latvsldq000661,"Công ty chỉ tổ chức khám sức khỏe tổng quát hàng năm cho nhân viên mà không có khám chuyên khoa cho nữ, vậy có đúng quy định không?"
latvsldq000662,Công ty cần làm gì để thực hiện đúng việc khám sức khỏe phát hiện bệnh nghề nghiệp cho người lao động?
latvsldq000663,"Anh A làm việc trong xưởng hóa chất 10 năm, mỗi năm công ty đều tổ chức khám sức khỏe nhưng chưa bao giờ có xét nghiệm máu hoặc kiểm tra chức năng hô hấp. Anh A có quyền yêu cầu gì?"
latvsldq000664,Thế nào là 'khám phát hiện bệnh nghề nghiệp'?
latvsldq000665,Điều luật nào quy định cụ thể về việc khám chuyên khoa cho lao động nữ?
latvsldq000666,"Công ty chỉ cần khám sức khỏe cho nhân viên mới vào, còn nhân viên làm lâu năm thì không cần, đúng không?"
latvsldq000667,Công ty cần thực hiện những bước nào để tổ chức khám sức khỏe cho người lao động?
latvsldq000668,"Anh A bị tai nạn lao động, sau khi điều trị xong, công ty yêu cầu anh ký cam kết tự chịu trách nhiệm về sức khỏe rồi mới cho làm việc lại. Như vậy có hợp lệ không?"
latvsldq000669,"Thế nào là 'công việc nặng nhọc, độc hại, nguy hiểm' theo luật này?"
latvsldq000670,Luật quy định thế nào về việc khám sức khỏe cho người lao động sau khi bị tai nạn lao động?
latvsldq000671,Công ty có bắt buộc phải tổ chức khám sức khỏe định kỳ cho nhân viên văn phòng không?
latvsldq000672,Doanh nghiệp cần làm gì để thực hiện đúng quy định về khám sức khỏe cho người lao động?
latvsldq000673,"Anh A làm việc trong môi trường tiếp xúc hóa chất độc hại. Công ty chỉ tổ chức khám sức khỏe định kỳ hàng năm, không có khám phát hiện bệnh nghề nghiệp. Như vậy có đúng luật không?"
latvsldq000674,Thế nào là 'khám phát hiện bệnh nghề nghiệp'?
latvsldq000675,Luật quy định người sử dụng lao động phải khám sức khỏe cho người lao động ở đâu?
latvsldq000676,Nếu công nhân bị bệnh do làm việc trong môi trường độc hại thì ai phải chịu trách nhiệm chi trả chi phí điều trị?
latvsldq000677,Quy trình để công ty đưa người lao động đi điều trị bệnh nghề nghiệp gồm những bước nào?
latvsldq000678,"Anh A làm việc trong xưởng sản xuất sơn, sau một thời gian được chẩn đoán mắc bệnh phổi do hít phải hóa chất. Công ty từ chối chi trả tiền điều trị vì cho rằng anh A không chứng minh được bệnh này do công việc gây ra. Điều này có đúng không?"
latvsldq000679,"Thế nào là 'cơ sở khám bệnh, chữa bệnh đủ điều kiện chuyên môn kỹ thuật' để điều trị bệnh nghề nghiệp?"
latvsldq000680,Luật quy định trách nhiệm của người sử dụng lao động trong việc điều trị bệnh nghề nghiệp cho người lao động như thế nào?
latvsldq000681,Nếu công ty yêu cầu người lao động tự trả tiền khám sức khỏe định kỳ thì có đúng luật không?
latvsldq000682,Công ty cần làm gì để hạch toán chi phí khám sức khỏe và điều trị bệnh nghề nghiệp cho người lao động vào chi phí được trừ khi tính thuế?
latvsldq000683,Một công ty sản xuất giày da có nhiều công nhân bị bệnh viêm da do tiếp xúc hóa chất. Công ty chi trả toàn bộ chi phí điều trị cho công nhân. Khoản chi phí này có được tính vào chi phí được trừ khi tính thuế thu nhập doanh nghiệp không?
latvsldq000684,Thế nào là 'chi phí khám phát hiện bệnh nghề nghiệp'?
latvsldq000685,Điều luật nào quy định chi phí khám sức khỏe cho người lao động được hạch toán vào chi phí được trừ khi xác định thu nhập chịu thuế?
latvsldq000686,"Có phải tất cả các công việc ngoài trời đều được coi là công việc nặng nhọc, độc hại, nguy hiểm không?"
latvsldq000687,"Làm thế nào để biết một công việc cụ thể có được coi là nặng nhọc, độc hại, nguy hiểm hay không?"
latvsldq000688,"Công ty X cho rằng công việc văn phòng của họ không thể là công việc nặng nhọc, độc hại, nguy hiểm. Điều này có đúng không?"
latvsldq000689,"Thế nào là 'điều kiện lao động đặc trưng' trong việc phân loại nghề nặng nhọc, độc hại, nguy hiểm?"
latvsldq000690,"Luật An toàn quy định như thế nào về tiêu chí phân loại nghề, công việc nặng nhọc, độc hại, nguy hiểm?"
latvsldq000691,"Nếu công ty tự ý xếp công việc của tôi vào danh mục 'nguy hiểm' để giảm lương, điều này có hợp pháp không?"
latvsldq000692,"Làm thế nào để biết được nghề nghiệp của tôi có thuộc danh mục nghề nặng nhọc, độc hại, nguy hiểm hay không?"
latvsldq000693,Anh A làm việc trong môi trường tiếp xúc hóa chất độc hại nhưng công ty không cung cấp đầy đủ trang thiết bị bảo hộ và không có đánh giá về điều kiện làm việc. Hỏi công ty anh A có vi phạm quy định không?
latvsldq000694,Thế nào là 'tiêu chuẩn phân loại lao động theo điều kiện lao động'?
latvsldq000695,"Điều luật nào quy định cơ quan nào có trách nhiệm ban hành danh mục nghề nặng nhọc, độc hại, nguy hiểm?"
latvsldq000696,"Nếu công việc của tôi được đánh giá là độc hại, công ty có bắt buộc phải cung cấp bảo hộ lao động cho tôi không?"
latvsldq000697,Người sử dụng lao động cần thực hiện những bước nào để bảo vệ sức khỏe cho người lao động làm công việc nặng nhọc?
latvsldq000698,"Anh A làm việc trong môi trường tiếp xúc hóa chất, công ty không trang bị đầy đủ mặt nạ phòng độc. Anh A bị bệnh về đường hô hấp. Công ty có vi phạm luật không?"
latvsldq000699,"Thế nào là 'nghề, công việc nặng nhọc, độc hại, nguy hiểm'?"
latvsldq000700,"Điều luật nào quy định về trách nhiệm của người sử dụng lao động đối với người lao động làm công việc nặng nhọc, độc hại, nguy hiểm?"
latvsldq000701,"Nếu công việc của tôi không có nguy cơ gây hại, công ty có bắt buộc phải trang bị đồ bảo hộ cho tôi không?"
latvsldq000702,"Nếu công ty trang bị đồ bảo hộ không phù hợp, tôi cần làm gì để được đảm bảo an toàn?"
latvsldq000703,"Anh A là công nhân xây dựng, được công ty cấp mũ bảo hộ nhưng anh thường xuyên không đội khi làm việc trên cao. Nếu anh A bị tai nạn do không đội mũ bảo hộ, ai sẽ chịu trách nhiệm?"
latvsldq000704,"Thế nào là 'yếu tố nguy hiểm, yếu tố có hại' trong công việc?"
latvsldq000705,Luật quy định thế nào về trách nhiệm của người lao động trong việc sử dụng phương tiện bảo vệ cá nhân?
latvsldq000706,"Công ty chỉ trang bị đồ bảo hộ mà không cải tiến máy móc để giảm tiếng ồn, vậy có đúng luật không?"
latvsldq000707,"Doanh nghiệp cần làm gì để thực hiện đúng quy định về loại trừ yếu tố nguy hiểm, có hại?"
latvsldq000708,"Anh A làm việc trong môi trường hóa chất độc hại, công ty chỉ trang bị khẩu trang và găng tay. Anh A thấy không an toàn và yêu cầu công ty lắp đặt hệ thống thông gió nhưng bị từ chối. Theo luật, công ty có sai không?"
latvsldq000709,"Thế nào là 'yếu tố nguy hiểm, yếu tố có hại' trong môi trường lao động?"
latvsldq000710,"Điều luật nào quy định về việc người sử dụng lao động phải thực hiện các giải pháp về công nghệ, kỹ thuật?"
latvsldq000711,"Công ty chỉ phát cho tôi một chiếc khẩu trang dùng cả tuần, như vậy có đúng luật không?"
latvsldq000712,Công ty cần làm gì để đảm bảo cung cấp đúng phương tiện bảo vệ cá nhân cho người lao động?
latvsldq000713,"Anh A làm việc trong môi trường nhiều bụi, công ty trang bị cho anh quần áo bảo hộ thông thường thay vì quần áo chống bụi chuyên dụng. Như vậy có đúng quy định không?"
latvsldq000714,Thế nào là 'phương tiện bảo vệ cá nhân' trong an toàn lao động?
latvsldq000715,Luật quy định những nguyên tắc nào khi trang cấp phương tiện bảo vệ cá nhân?
latvsldq000716,"Công ty tôi trả tiền mặt cho nhân viên để tự mua đồ bảo hộ thay vì cấp phát trực tiếp, như vậy có đúng luật không?"
latvsldq000717,"Nếu công ty không cấp phát đồ bảo hộ mà yêu cầu tôi tự mua, tôi nên làm gì?"
latvsldq000718,Anh A làm việc trong môi trường nhiều bụi. Công ty yêu cầu anh tự mua khẩu trang và trả lại tiền vào lương tháng sau. Hành động này của công ty có vi phạm quy định pháp luật không?
latvsldq000719,Phương tiện bảo vệ cá nhân trong lao động là gì?
latvsldq000720,Luật quy định như thế nào về việc người sử dụng lao động không được thu tiền của người lao động để mua phương tiện bảo vệ cá nhân?
latvsldq000721,Công ty chỉ phát đồ bảo hộ mà không hướng dẫn cách dùng thì có đúng luật không?
latvsldq000722,Công ty cần làm gì để đảm bảo người lao động sử dụng PTBVCN hiệu quả?
latvsldq000723,"Anh A, công nhân nhà máy, được cấp mũ bảo hộ nhưng thấy vướng víu nên không đội khi làm việc. Giám sát B thấy vậy nhưng bỏ qua. Ai sai và sai như thế nào?"
latvsldq000724,Thế nào là 'giám sát người lao động sử dụng phương tiện bảo vệ cá nhân'?
latvsldq000725,Luật quy định trách nhiệm của người sử dụng lao động về PTBVCN như thế nào?
latvsldq000726,"Công ty tôi làm về hóa chất, đồ bảo hộ của công nhân sau khi dùng xong chỉ giặt bằng nước thường, không khử độc. Như vậy có đúng luật không?"
latvsldq000727,"Quy trình khử độc, khử trùng đồ bảo hộ lao động gồm những bước nào?"
latvsldq000728,"Anh A làm việc trong môi trường có phóng xạ, đồ bảo hộ được giặt chung với quần áo thường của công ty. Ai chịu trách nhiệm nếu xảy ra rủi ro?"
latvsldq000729,Thế nào là 'phương tiện bảo vệ cá nhân' trong môi trường lao động?
latvsldq000730,"Điều luật nào quy định về trách nhiệm khử độc, khử trùng phương tiện bảo vệ cá nhân?"
latvsldq000731,Công ty có bắt buộc phải cung cấp quần áo bảo hộ cho công nhân làm việc trong môi trường bụi bẩn không?
latvsldq000732,Làm thế nào để biết công ty phải trang bị những loại bảo hộ lao động nào cho người lao động?
latvsldq000733,"Anh A làm việc tại xưởng cơ khí, thường xuyên tiếp xúc với tiếng ồn lớn, nhưng công ty không trang bị nút bịt tai. Anh A có quyền khiếu nại không?"
latvsldq000734,Phương tiện bảo vệ cá nhân trong lao động bao gồm những gì?
latvsldq000735,Cơ quan nào có thẩm quyền quy định chi tiết về chế độ trang cấp phương tiện bảo vệ cá nhân?
latvsldq000736,"Nếu công việc của tôi tiếp xúc với hóa chất độc hại, công ty có bắt buộc phải cho tôi thêm gì ngoài lương không?"
latvsldq000737,Công ty cần làm gì để thực hiện việc bồi dưỡng bằng hiện vật cho người lao động?
latvsldq000738,"Anh A làm công nhân xây dựng, thường xuyên làm việc ngoài trời nắng nóng. Công ty chỉ trả lương mà không có thêm khoản hỗ trợ nào khác. Như vậy có đúng luật không?"
latvsldq000739,Bản chất của việc 'bồi dưỡng bằng hiện vật' là gì?
latvsldq000740,Điều luật nào quy định về việc bồi dưỡng bằng hiện vật cho người lao động?
latvsldq000741,"Công ty tôi chỉ bồi dưỡng bằng tiền mặt thay vì hiện vật, như vậy có được không?"
latvsldq000742,Những loại hiện vật nào thường được dùng để bồi dưỡng cho người lao động?
latvsldq000743,"Anh A làm việc trong môi trường tiếp xúc hóa chất độc hại, công ty bồi dưỡng bằng bánh kẹo ngọt. Việc này có phù hợp không?"
latvsldq000744,Bồi dưỡng bằng hiện vật trong an toàn lao động được hiểu như thế nào?
latvsldq000745,Nội dung quy định về nguyên tắc của việc bồi dưỡng bằng hiện vật là gì?
latvsldq000746,"Công ty tôi phát sữa hết hạn sử dụng cho công nhân sau giờ làm, như vậy có đúng luật không?"
latvsldq000747,Công ty cần thực hiện những bước nào để đảm bảo việc bồi dưỡng bằng hiện vật tuân thủ quy định?
latvsldq000748,Anh A làm việc trong môi trường bụi bẩn được công ty bồi dưỡng bằng bánh ngọt không rõ nguồn gốc. Anh A có quyền từ chối không?
latvsldq000749,Thế nào là 'bồi dưỡng bằng hiện vật' trong an toàn lao động?
latvsldq000750,"Điều luật nào quy định về nguyên tắc đảm bảo an toàn, vệ sinh thực phẩm khi bồi dưỡng bằng hiện vật?"
latvsldq000751,Công ty tôi nói chỉ bồi dưỡng bằng tiền mặt thay vì hiện vật thì có được không?
latvsldq000752,Nếu công việc của tôi không thể bồi dưỡng tập trung tại chỗ thì công ty phải làm gì?
latvsldq000753,"Anh A làm việc trong hầm mỏ, công ty chỉ phát sữa vào cuối ngày làm việc. Như vậy có đúng quy định không?"
latvsldq000754,Thế nào là 'bồi dưỡng bằng hiện vật' trong an toàn lao động?
latvsldq000755,Luật quy định việc bồi dưỡng bằng hiện vật phải diễn ra khi nào?
latvsldq000756,"Công ty tôi hoạt động trong môi trường độc hại nhưng không có chế độ bồi dưỡng bằng hiện vật cho công nhân, như vậy có đúng quy định không?"
latvsldq000757,Tôi muốn biết cụ thể quy trình để được hưởng bồi dưỡng bằng hiện vật tại nơi làm việc?
latvsldq000758,"Anh A làm việc tại xưởng sản xuất hóa chất, thường xuyên tiếp xúc với hóa chất độc hại. Công ty chỉ trả lương cao hơn so với mặt bằng chung mà không có khoản bồi dưỡng nào khác. Như vậy, công ty có vi phạm không?"
latvsldq000759,Thế nào là 'bồi dưỡng bằng hiện vật' trong an toàn lao động?
latvsldq000760,Luật quy định cơ quan nào có trách nhiệm quy định chi tiết về việc bồi dưỡng bằng hiện vật?
latvsldq000761,Công ty bắt tôi làm việc liên tục 12 tiếng trong môi trường hóa chất độc hại. Như vậy có đúng luật không?
latvsldq000762,Làm sao để biết thời gian làm việc trong môi trường độc hại của tôi có vượt quá giới hạn cho phép hay không?
latvsldq000763,"Anh A làm việc tại xưởng sơn, thường xuyên tiếp xúc với bụi sơn và hóa chất. Công ty không trang bị đầy đủ bảo hộ và yêu cầu làm thêm giờ liên tục. Nếu anh A bị bệnh do môi trường làm việc, công ty có trách nhiệm gì?"
latvsldq000764,"Thế nào là 'yếu tố nguy hiểm, yếu tố có hại' trong môi trường làm việc?"
latvsldq000765,Điều luật nào quy định về trách nhiệm của người sử dụng lao động trong việc đảm bảo thời gian tiếp xúc với yếu tố nguy hiểm?
latvsldq000766,Công ty tôi có được yêu cầu tôi làm việc 10 tiếng/ngày trong khi tôi đang làm công việc tiếp xúc trực tiếp với hóa chất độc hại không?
latvsldq000767,"Làm sao để biết công việc của tôi có được coi là 'đặc biệt nặng nhọc, độc hại, nguy hiểm' và được hưởng chế độ thời giờ làm việc đặc biệt?"
latvsldq000768,"Anh A làm việc trong hầm lò khai thác than. Công ty yêu cầu anh làm việc 8 tiếng/ngày, 6 ngày/tuần. Anh A cho rằng thời gian làm việc này là quá dài và ảnh hưởng đến sức khỏe. Anh A có quyền khiếu nại không?"
latvsldq000769,"Thế nào là 'thời giờ làm việc trong điều kiện có yếu tố nguy hiểm, yếu tố có hại'?"
latvsldq000770,"Luật nào quy định về thời giờ làm việc trong điều kiện có yếu tố nguy hiểm, yếu tố có hại?"
latvsldq000771,Công ty tôi có bắt buộc phải tổ chức cho nhân viên đi điều dưỡng hàng năm không?
latvsldq000772,Nếu công ty tôi muốn tổ chức chương trình điều dưỡng cho nhân viên thì cần lưu ý những gì?
latvsldq000773,"Anh A làm việc trong môi trường độc hại 10 năm, sức khỏe giảm sút. Công ty không tổ chức điều dưỡng cho anh. Anh A có thể yêu cầu gì?"
latvsldq000774,Thế nào là 'điều dưỡng phục hồi sức khỏe' trong luật an toàn lao động?
latvsldq000775,Điều luật nào khuyến khích doanh nghiệp tổ chức điều dưỡng cho người lao động?
latvsldq000776,"Nếu công ty không quan tâm đến sức khỏe của nhân viên và giao việc quá sức, có vi phạm luật không?"
latvsldq000777,Công ty cần làm gì để đảm bảo tuân thủ quy định về sắp xếp công việc phù hợp với sức khỏe của người lao động?
latvsldq000778,"Anh A bị cận thị nặng nhưng vẫn được giao lái xe đường dài, gây nguy hiểm cho bản thân và người khác. Ai chịu trách nhiệm?"
latvsldq000779,Thế nào là 'tiêu chuẩn sức khỏe' được dùng để sắp xếp công việc?
latvsldq000780,Điều luật nào quy định về việc người sử dụng lao động phải căn cứ vào tiêu chuẩn sức khỏe để sắp xếp công việc?
latvsldq000781,Công ty có bắt buộc phải lập hồ sơ theo dõi sức khỏe cho nhân viên không?
latvsldq000782,Công ty cần làm gì để quản lý tốt sức khỏe cho người lao động?
latvsldq000783,Anh A làm việc trong môi trường độc hại. Công ty có kết quả khám bệnh nghề nghiệp của anh nhưng không thông báo. Anh A có quyền gì?
