question_id,question
lbhxhq000792,Tôi cần làm gì để được hưởng chế độ ốm đau kéo dài sau khi hết thời gian hưởng chế độ thông thường?
lbhxhq000793,Anh A bị ung thư và đã hưởng chế độ ốm đau trong 6 tháng (hết thời gian hưởng tối đa theo luật với trường hợp bệnh thông thường). Anh A đã đóng BHXH được 3 năm. Anh A có được tiếp tục hưởng chế độ ốm đau nữa không?
lbhxhq000794,Thế nào là 'Danh mục bệnh cần chữa trị dài ngày'?
lbhxhq000795,Luật quy định thời gian hưởng chế độ ốm đau tối đa khi mắc bệnh dài ngày được tính như thế nào?
lbhxhq000796,"Nếu tôi bị ốm và tự điều trị tại nhà, tôi có được hưởng chế độ ốm đau không?"
lbhxhq000797,Làm sao để biết thời gian điều trị của mình được tính vào chế độ ốm đau?
lbhxhq000798,"Anh A là công nhân bị tai nạn lao động nhẹ, điều trị ngoại trú tại bệnh viện 10 ngày. Công ty từ chối chi trả chế độ ốm đau vì cho rằng tai nạn lao động không thuộc phạm vi. Điều này có đúng không?"
lbhxhq000799,"Thế nào là 'cơ sở khám bệnh, chữa bệnh có thẩm quyền' để được hưởng chế độ ốm đau?"
lbhxhq000800,Điều luật nào quy định về căn cứ xác định thời gian hưởng chế độ ốm đau?
lbhxhq000801,Tôi có được nghỉ làm để chăm con ốm mà vẫn được hưởng trợ cấp từ bảo hiểm xã hội không?
lbhxhq000802,Nếu con tôi 4 tuổi bị ốm thì tôi được nghỉ bao nhiêu ngày để chăm sóc con mà vẫn được hưởng chế độ bảo hiểm xã hội?
lbhxhq000803,Anh A có con trai 2 tuổi bị ốm phải nhập viện. Anh đã nghỉ làm 25 ngày để chăm sóc con. Hỏi anh A có được hưởng chế độ ốm đau cho toàn bộ số ngày nghỉ này không?
lbhxhq000804,Thế nào là 'thời gian hưởng chế độ khi con ốm đau'?
lbhxhq000805,Luật Bảo hiểm xã hội quy định số ngày nghỉ tối đa khi con dưới 3 tuổi ốm đau như thế nào?
lbhxhq000806,Nếu cả hai vợ chồng đều có bảo hiểm xã hội thì cả hai có được nghỉ để chăm con ốm và hưởng chế độ không?
lbhxhq000807,Thời gian nghỉ việc để hưởng chế độ ốm đau khi con ốm được tính như thế nào?
lbhxhq000808,Anh A có con bị ốm phải nhập viện. Anh muốn nghỉ làm 7 ngày để chăm sóc con. Công ty nói chỉ được tính 5 ngày hưởng chế độ vì trừ 2 ngày cuối tuần. Vậy công ty làm đúng không?
lbhxhq000809,Thế nào là 'thời gian hưởng chế độ khi con ốm đau' theo luật bảo hiểm xã hội?
lbhxhq000810,Luật Bảo hiểm xã hội quy định về việc tính ngày nghỉ hưởng chế độ ốm đau cho con như thế nào?
lbhxhq000811,"Tôi bị ốm và phải nghỉ làm, vậy tôi có chắc chắn được hưởng 75% lương từ bảo hiểm xã hội không?"
lbhxhq000812,"Nếu tôi vừa đi làm lại sau thời gian nghỉ việc và bị ốm ngay tháng đầu tiên, cách tính tiền ốm đau của tôi có khác biệt gì không?"
lbhxhq000813,"Anh A đóng BHXH với mức lương 8 triệu đồng/tháng. Tháng 7/2024, anh bị ốm và nghỉ 10 ngày có giấy chứng nhận của bệnh viện. Vậy anh A được nhận bao nhiêu tiền trợ cấp ốm đau?"
lbhxhq000814,Thế nào là 'mức tiền lương đóng bảo hiểm xã hội'?
lbhxhq000815,Luật Bảo hiểm xã hội quy định mức hưởng chế độ ốm đau được tính như thế nào?
lbhxhq000816,"Nếu tôi bị ốm phải nằm viện dài ngày, mức tiền bảo hiểm tôi nhận được có cố định trong suốt thời gian đó không?"
lbhxhq000817,"Để biết chính xác số tiền ốm đau tôi được nhận, tôi cần chuẩn bị những thông tin gì?"
lbhxhq000818,"Ông A đã đóng bảo hiểm xã hội được 32 năm. Tháng trước khi nghỉ ốm, lương đóng bảo hiểm của ông là 10 triệu đồng. Vậy mức hưởng chế độ ốm đau của ông A là bao nhiêu?"
lbhxhq000819,Thế nào là 'mức tiền lương đóng bảo hiểm xã hội của tháng liền kề trước khi nghỉ việc'?
lbhxhq000820,"Theo luật, người lao động đã đóng bảo hiểm xã hội từ đủ 30 năm trở lên thì sẽ được hưởng bao nhiêu phần trăm mức lương đóng bảo hiểm xã hội khi hưởng tiếp chế độ ốm đau?"
lbhxhq000821,Tôi bị ốm phải nghỉ làm và đã đóng bảo hiểm xã hội được 20 năm. Vậy tôi có chắc chắn được hưởng 55% lương không?
lbhxhq000822,Tôi cần chuẩn bị những giấy tờ gì để được hưởng mức 55% lương khi ốm đau nếu đã đóng bảo hiểm xã hội 20 năm?
lbhxhq000823,"Anh A đã đóng BHXH 25 năm. Tháng trước khi nghỉ ốm, lương đóng BHXH của anh là 10 triệu. Công ty trả cho anh A chế độ ốm đau là 5 triệu đồng. Việc này có đúng không?"
lbhxhq000824,Vậy 'mức tiền lương đóng bảo hiểm xã hội của tháng liền kề trước khi nghỉ việc' được hiểu chính xác là như thế nào?
lbhxhq000825,Luật quy định cụ thể mức hưởng chế độ ốm đau là 55% trong trường hợp nào?
lbhxhq000826,"Tôi bị ốm và phải nghỉ làm, công ty nói chỉ trả cho tôi một nửa lương. Điều này có đúng không?"
lbhxhq000827,"Nếu tôi muốn biết chính xác số tiền ốm đau mình được nhận, tôi cần chuẩn bị những giấy tờ và thông tin gì?"
lbhxhq000828,"Anh A đóng BHXH được 10 năm. Tháng trước khi nghỉ ốm, lương đóng BHXH của anh là 8 triệu đồng. Anh A nghỉ ốm 10 ngày. Tính mức hưởng chế độ ốm đau của anh A?"
lbhxhq000829,Thế nào là 'mức tiền lương đóng bảo hiểm xã hội của tháng liền kề trước khi nghỉ việc'?
lbhxhq000830,Điều luật nào quy định về mức hưởng 50% cho người đóng BHXH dưới 15 năm khi hưởng tiếp chế độ ốm đau?
lbhxhq000831,"Nếu tôi bị ốm và có giấy chứng nhận của bác sĩ, tôi có chắc chắn nhận được 100% lương từ bảo hiểm xã hội không?"
lbhxhq000832,Làm thế nào để biết tôi được hưởng chế độ ốm đau với mức 100% lương?
lbhxhq000833,"Anh A bị ốm phải nghỉ làm 10 ngày. Tháng trước khi nghỉ ốm, anh A nhận lương 10 triệu đồng và công ty đã đóng BHXH cho anh trên mức lương này. Vậy anh A sẽ được hưởng bao nhiêu tiền chế độ ốm đau?"
lbhxhq000834,Thế nào là 'mức tiền lương đóng bảo hiểm xã hội của tháng liền kề trước khi nghỉ việc'?
lbhxhq000835,Luật Bảo hiểm xã hội quy định cụ thể về mức hưởng chế độ ốm đau như thế nào?
lbhxhq000836,"Nếu tôi bị ốm và được hưởng trợ cấp ốm đau, số tiền tôi nhận được mỗi ngày có giống nhau không?"
lbhxhq000837,Làm thế nào để biết một ngày ốm đau mình được nhận bao nhiêu tiền trợ cấp?
lbhxhq000838,Anh A bị ốm và hưởng trợ cấp ốm đau trong 10 ngày. Công ty tính trợ cấp cho anh bằng cách lấy mức trợ cấp tháng chia cho 30 ngày. Như vậy có đúng không?
lbhxhq000839,Thế nào là 'mức hưởng trợ cấp ốm đau theo tháng'?
lbhxhq000840,Điều luật nào quy định cụ thể về cách tính mức hưởng trợ cấp ốm đau?
lbhxhq000841,"Nếu tôi bị ốm và đã nghỉ hết số ngày hưởng trợ cấp ốm đau trong năm, sau khi đi làm lại mà vẫn mệt mỏi thì có được nghỉ thêm để dưỡng sức không?"
lbhxhq000842,Tôi cần làm gì để được nghỉ dưỡng sức sau khi ốm đau?
lbhxhq000843,"Anh A bị ốm phải nghỉ 40 ngày trong năm. Sau khi đi làm lại được 2 tuần, anh vẫn cảm thấy rất yếu. Công ty từ chối cho anh nghỉ dưỡng sức với lý do anh đã nghỉ ốm quá nhiều. Điều này có đúng không?"
lbhxhq000844,"Thế nào là 'thời gian nghỉ dưỡng sức, phục hồi sức khỏe' theo luật bảo hiểm xã hội?"
lbhxhq000845,Luật quy định thời gian nghỉ dưỡng sức tối đa là bao lâu?
lbhxhq000846,"Nếu tôi bị ốm và sau khi điều trị vẫn còn mệt mỏi, tôi có được nghỉ thêm để dưỡng sức không?"
lbhxhq000847,"Công ty tôi chưa có công đoàn, vậy ai sẽ quyết định số ngày nghỉ dưỡng sức của tôi sau khi ốm?"
lbhxhq000848,"Anh A bị bệnh nặng và phải điều trị dài ngày. Sau khi ra viện, anh A xin nghỉ dưỡng sức 12 ngày nhưng công ty chỉ đồng ý cho nghỉ 10 ngày. Công ty làm vậy có đúng không?"
lbhxhq000849,Thế nào là 'bệnh cần chữa trị dài ngày' trong trường hợp này?
lbhxhq000850,Luật Bảo hiểm xã hội quy định số ngày nghỉ dưỡng sức tối đa cho người lao động mắc bệnh cần chữa trị dài ngày là bao nhiêu?
lbhxhq000851,Tôi vừa trải qua phẫu thuật và sức khỏe còn yếu. Công ty có bắt buộc phải cho tôi nghỉ dưỡng sức không?
lbhxhq000852,"Nếu tôi muốn xin nghỉ dưỡng sức sau phẫu thuật, tôi cần làm gì?"
lbhxhq000853,Anh A vừa trải qua ca phẫu thuật. Công ty anh không có công đoàn và chỉ cho anh nghỉ 3 ngày dưỡng sức. Anh có thể yêu cầu thêm ngày nghỉ không?
lbhxhq000854,"Vậy 'dưỡng sức, phục hồi sức khỏe sau ốm đau' được hiểu là gì?"
lbhxhq000855,Luật quy định tối đa bao nhiêu ngày nghỉ dưỡng sức sau phẫu thuật?
lbhxhq000856,"Nếu tôi bị ốm và sau khi điều trị cần thêm thời gian nghỉ ngơi để hồi phục, tôi có được nghỉ thêm ngoài thời gian nghỉ ốm thông thường không?"
lbhxhq000857,Ai là người quyết định số ngày nghỉ dưỡng sức sau ốm đau của tôi?
lbhxhq000858,"Anh A bị ốm nặng và phải nằm viện điều trị. Sau khi ra viện, anh A cần thêm thời gian nghỉ ngơi để hồi phục hoàn toàn. Tuy nhiên, công ty anh A không có công đoàn và chỉ cho anh nghỉ thêm 2 ngày. Quyết định này của công ty có đúng luật không?"
lbhxhq000859,"Thế nào là 'dưỡng sức, phục hồi sức khỏe sau khi ốm đau'?"
lbhxhq000860,Luật quy định cụ thể số ngày nghỉ dưỡng sức tối đa sau ốm đau là bao nhiêu?
lbhxhq000861,"Nếu tôi bị ốm và sau đó cần thời gian nghỉ ngơi để hồi phục sức khỏe, tôi có được hưởng trợ cấp gì không?"
lbhxhq000862,Số tiền dưỡng sức sau ốm đau được tính như thế nào?
lbhxhq000863,Anh A vừa ốm nặng và cần nghỉ thêm 10 ngày để hồi phục. Vậy anh A sẽ nhận được bao nhiêu tiền dưỡng sức nếu mức lương cơ sở là 1.800.000 đồng/tháng?
lbhxhq000864,"Vậy 'dưỡng sức, phục hồi sức khỏe sau ốm đau' theo luật bảo hiểm xã hội được hiểu là gì?"
lbhxhq000865,"Mức hưởng dưỡng sức, phục hồi sức khỏe sau ốm đau được quy định cụ thể là bao nhiêu?"
lbhxhq000866,"Tôi là người làm việc theo hợp đồng thời vụ 2 tháng, vậy tôi có được hưởng chế độ thai sản không?"
lbhxhq000867,Tôi muốn biết cụ thể những ai được hưởng chế độ thai sản theo luật?
lbhxhq000868,Chị A là giám đốc một công ty TNHH do chị làm chủ sở hữu. Chị đang mang thai và muốn hưởng chế độ thai sản. Vậy chị có thuộc đối tượng được hưởng không?
lbhxhq000869,Thế nào là 'chế độ thai sản' trong Luật Bảo hiểm xã hội?
lbhxhq000870,Điều luật nào quy định về những ai được hưởng chế độ thai sản?
lbhxhq000871,"Nếu một nhân viên nữ vừa mới ký hợp đồng lao động đã phát hiện mình mang thai, cô ấy có được hưởng chế độ thai sản ngay không?"
lbhxhq000872,"Tôi là lao động nữ đang mang thai, tôi cần chuẩn bị những giấy tờ gì để được hưởng chế độ thai sản?"
lbhxhq000873,"Chị A đang làm việc tại công ty X thì phát hiện mình mang thai. Tuy nhiên, công ty X cho rằng chị A chưa đóng bảo hiểm xã hội đủ 6 tháng nên không được hưởng chế độ thai sản. Điều này có đúng không?"
lbhxhq000874,Chế độ thai sản cho lao động nữ mang thai bao gồm những quyền lợi gì?
lbhxhq000875,Luật Bảo hiểm xã hội quy định như thế nào về điều kiện để lao động nữ mang thai được hưởng chế độ thai sản?
lbhxhq000876,Chị A vừa sinh con thì đương nhiên được hưởng chế độ thai sản đúng không?
lbhxhq000877,"Để được hưởng chế độ thai sản khi sinh con, người lao động cần đáp ứng những điều kiện gì?"
lbhxhq000878,"Chị B là lao động tự do, không tham gia bảo hiểm xã hội, chị sinh con thì có được hưởng chế độ thai sản không?"
lbhxhq000879,Chế độ thai sản được hiểu như thế nào trong trường hợp lao động nữ sinh con?
lbhxhq000880,Điều kiện nào được quy định tại Điều 31 Luật Bảo hiểm xã hội để lao động nữ được hưởng chế độ thai sản?
lbhxhq000881,"Nếu tôi là lao động nữ mang thai hộ, tôi có được hưởng chế độ thai sản không?"
lbhxhq000882,"Tôi là người mẹ nhờ mang thai hộ, vậy tôi cần chuẩn bị những giấy tờ gì để được hưởng chế độ thai sản?"
lbhxhq000883,"Chị A là lao động nữ mang thai hộ cho em gái, sau khi sinh con, công ty từ chối chi trả chế độ thai sản cho chị với lý do chị không phải là mẹ ruột của đứa trẻ. Công ty làm vậy có đúng không?"
lbhxhq000884,Vậy 'chế độ thai sản' trong trường hợp mang thai hộ bao gồm những quyền lợi gì?
lbhxhq000885,Điều luật nào quy định cụ thể về điều kiện để người mẹ nhờ mang thai hộ được hưởng chế độ thai sản?
lbhxhq000886,Nếu tôi nhận nuôi một bé 7 tháng tuổi thì có được hưởng chế độ thai sản không?
lbhxhq000887,Nếu tôi đủ điều kiện nhận chế độ thai sản khi nhận con nuôi thì tôi cần làm gì để được hưởng chế độ này?
lbhxhq000888,"Anh A là lao động nam, đóng BHXH đầy đủ. Anh A và vợ cùng nhận nuôi một bé gái 5 tháng tuổi. Vậy ai trong hai người được hưởng chế độ thai sản?"
lbhxhq000889,Chế độ thai sản trong trường hợp nhận nuôi con nuôi được hiểu là gì?
lbhxhq000890,Điều kiện để được hưởng chế độ thai sản khi nhận nuôi con nuôi được quy định cụ thể như thế nào trong Luật Bảo hiểm xã hội?
lbhxhq000891,"Tôi là nam giới, nếu tôi thực hiện triệt sản thì có được hưởng chế độ thai sản không?"
lbhxhq000892,Tôi cần chuẩn bị những giấy tờ gì để được hưởng chế độ thai sản khi đi đặt vòng?
lbhxhq000893,"Chị A là công nhân may, chị đi đặt vòng tránh thai tại bệnh viện huyện và có giấy chứng nhận. Tuy nhiên, công ty chị từ chối chi trả chế độ thai sản với lý do 'đặt vòng không phải là bệnh'.  Công ty làm vậy có đúng không?"
lbhxhq000894,Vậy 'chế độ thai sản' trong trường hợp đặt vòng tránh thai hoặc triệt sản bao gồm những quyền lợi gì?
lbhxhq000895,Luật quy định cụ thể về đối tượng nào được hưởng chế độ thai sản khi đặt vòng tránh thai?
lbhxhq000896,"Nếu tôi là nam giới và đang đóng bảo hiểm xã hội, tôi có được nghỉ hưởng chế độ thai sản khi vợ tôi sinh con không?"
lbhxhq000897,Tôi là lao động nam muốn được hưởng chế độ thai sản khi vợ sinh con thì cần đáp ứng điều kiện gì?
lbhxhq000898,"Anh A làm việc tự do và có đóng bảo hiểm xã hội tự nguyện, vợ anh A vừa sinh con. Anh A có được hưởng chế độ thai sản không?"
lbhxhq000899,Thế nào là 'lao động nam đang đóng bảo hiểm xã hội' để được hưởng chế độ thai sản khi vợ sinh con?
lbhxhq000900,Điều luật nào quy định về điều kiện để lao động nam được hưởng chế độ thai sản khi vợ sinh con?
lbhxhq000901,Tôi mới đóng bảo hiểm xã hội được 3 tháng thì có được hưởng chế độ thai sản khi sinh con không?
lbhxhq000902,"Để được hưởng chế độ thai sản, tôi cần đáp ứng những điều kiện gì về thời gian đóng bảo hiểm?"
lbhxhq000903,"Chị A đóng BHXH liên tục 8 tháng, sau đó nghỉ việc 2 tháng rồi mới sinh con. Chị có đủ điều kiện hưởng chế độ thai sản không?"
lbhxhq000904,Thế nào là 'thời gian 12 tháng trước khi sinh con' trong điều kiện hưởng chế độ thai sản?
lbhxhq000905,Luật Bảo hiểm xã hội quy định như thế nào về điều kiện thời gian đóng bảo hiểm để hưởng chế độ thai sản?
lbhxhq000906,Nếu tôi đóng bảo hiểm xã hội được 10 tháng thì có được hưởng chế độ thai sản khi phải nghỉ dưỡng thai theo chỉ định của bác sĩ không?
lbhxhq000907,"Nếu tôi mang thai và bác sĩ chỉ định phải nghỉ dưỡng thai, vậy tôi cần đáp ứng những điều kiện gì về thời gian đóng bảo hiểm để được hưởng chế độ thai sản?"
lbhxhq000908,"Chị A đóng bảo hiểm xã hội được 15 tháng. Khi mang thai, bác sĩ chỉ định chị phải nghỉ dưỡng thai. Tuy nhiên, trong 12 tháng trước khi sinh, chị chỉ đóng bảo hiểm xã hội được 2 tháng. Chị A có được hưởng chế độ thai sản không?"
lbhxhq000909,Thế nào là 'thời gian 12 tháng trước khi sinh con' trong quy định về chế độ thai sản?
lbhxhq000910,Luật Bảo hiểm xã hội quy định như thế nào về điều kiện hưởng chế độ thai sản khi người lao động mang thai phải nghỉ việc để dưỡng thai?
lbhxhq000911,Nếu tôi nghỉ việc trước khi sinh con thì có còn được hưởng tiền thai sản không?
lbhxhq000912,Tôi cần làm gì để được hưởng chế độ thai sản khi đã nghỉ việc trước lúc sinh?
lbhxhq000913,Chị A đang mang thai tháng thứ 7 thì công ty giải thể. Chị có được hưởng trợ cấp thai sản không?
lbhxhq000914,Thế nào là 'thời điểm sinh con' trong trường hợp hưởng chế độ thai sản sau khi nghỉ việc?
lbhxhq000915,Luật Bảo hiểm xã hội quy định như thế nào về việc hưởng chế độ thai sản khi đã chấm dứt hợp đồng trước thời điểm sinh con?
lbhxhq000916,Tôi đang mang thai và phải đi khám thai định kỳ. Công ty có phải cho tôi nghỉ làm để đi khám không?
lbhxhq000917,Nếu tôi ở xa bệnh viện khám thai thì tôi được nghỉ bao nhiêu ngày cho mỗi lần khám?
lbhxhq000918,"Chị A mang thai lần đầu, không có bệnh lý. Chị A muốn nghỉ mỗi lần khám thai 2 ngày để tiện đường đi lại. Công ty từ chối yêu cầu này. Ai đúng?"
lbhxhq000919,Thế nào là 'người mang thai có bệnh lý hoặc thai không bình thường' để được nghỉ 2 ngày mỗi lần khám thai?
lbhxhq000920,Luật quy định cụ thể về số lần khám thai được hưởng chế độ là bao nhiêu?
lbhxhq000921,Nếu lịch khám thai của tôi rơi vào ngày chủ nhật thì ngày đó có được tính vào thời gian hưởng chế độ thai sản không?
lbhxhq000922,Tôi muốn biết cách tính thời gian nghỉ hưởng chế độ thai sản khi đi khám thai được quy định như thế nào?
lbhxhq000923,Chị A làm việc từ thứ Hai đến thứ Sáu. Chị A có lịch khám thai vào thứ Sáu và thứ Bảy. Vậy chị A sẽ được hưởng chế độ thai sản cho mấy ngày?
lbhxhq000924,Thế nào là 'thời gian nghỉ việc hưởng chế độ thai sản' khi khám thai?
lbhxhq000925,Luật quy định về việc tính ngày nghỉ hưởng chế độ thai sản khi khám thai như thế nào?
lbhxhq000926,"Nếu tôi bị sẩy thai khi thai mới được 4 tuần tuổi, tôi có được nghỉ hưởng chế độ thai sản không?"
lbhxhq000927,Tôi cần làm gì để được hưởng chế độ thai sản khi bị sẩy thai?
lbhxhq000928,Chị A bị thai chết lưu khi thai được 6 tuần tuổi. Bác sĩ cho chị nghỉ 15 ngày. Công ty chỉ thanh toán chế độ thai sản cho 10 ngày với lý do luật chỉ quy định như vậy. Điều này có đúng không?
lbhxhq000929,"Thế nào là 'cơ sở khám bệnh, chữa bệnh có thẩm quyền' để được hưởng chế độ thai sản khi sẩy thai?"
lbhxhq000930,Luật Bảo hiểm xã hội quy định thế nào về thời gian nghỉ tối đa khi sẩy thai ở giai đoạn sớm của thai kỳ?
lbhxhq000931,"Nếu tôi bị sẩy thai ở tuần thứ 10 của thai kỳ, tôi có được nghỉ hưởng chế độ thai sản không?"
lbhxhq000932,Tôi cần làm gì để được hưởng chế độ thai sản khi bị sẩy thai?
lbhxhq000933,Chị A bị thai lưu ở tuần thứ 12 và bác sĩ cho nghỉ 15 ngày. Công ty chị A nói rằng thời gian nghỉ như vậy là quá nhiều so với quy định. Điều này có đúng không?
lbhxhq000934,Thế nào là 'phá thai bệnh lý' trong trường hợp được hưởng chế độ thai sản?
lbhxhq000935,Thời gian nghỉ tối đa được quy định như thế nào đối với trường hợp thai từ 05 tuần tuổi đến dưới 13 tuần tuổi?
lbhxhq000936,Nếu tôi sẩy thai ở tuần thứ 20 thì có được nghỉ hưởng chế độ thai sản không?
lbhxhq000937,Tôi cần làm gì để được hưởng chế độ thai sản khi bị sẩy thai?
lbhxhq000938,Chị A bị thai chết lưu ở tuần thứ 18. Công ty chỉ cho chị nghỉ 20 ngày với lý do 'không đủ sức khỏe làm việc'. Như vậy có đúng luật không?
lbhxhq000939,Thế nào là 'phá thai bệnh lý' để được hưởng chế độ thai sản?
lbhxhq000940,Thời gian nghỉ tối đa cho trường hợp sẩy thai ở tuần thứ 20 là bao nhiêu ngày theo luật?
lbhxhq000941,Nếu tôi phá thai do thai bị dị tật bẩm sinh khi thai đã được 26 tuần thì tôi có được nghỉ hưởng chế độ thai sản không?
lbhxhq000942,Tôi cần chuẩn bị giấy tờ gì để được hưởng chế độ thai sản khi thai chết lưu?
lbhxhq000943,Chị A mang thai 27 tuần và buộc phải bỏ thai do phát hiện ung thư tử cung. Công ty từ chối chi trả chế độ thai sản với lý do 'tự ý bỏ thai'. Điều này có đúng luật không?
lbhxhq000944,Thế nào là 'phá thai bệnh lý' để được hưởng chế độ thai sản?
lbhxhq000945,Thời gian nghỉ tối đa khi sẩy thai từ 25 tuần tuổi trở lên là bao nhiêu ngày?
lbhxhq000946,"Nếu tôi bị sẩy thai và thời gian nghỉ theo chế độ thai sản trùng với ngày mùng 1 Tết Nguyên Đán, ngày đó có được tính vào thời gian hưởng chế độ không?"
lbhxhq000947,"Nếu tôi phải nạo thai vì lý do sức khỏe, thời gian nghỉ hưởng chế độ thai sản được tính như thế nào nếu có ngày nghỉ cuối tuần?"
lbhxhq000948,Chị A bị thai chết lưu và được bác sĩ cho nghỉ 50 ngày theo chế độ thai sản. Trong thời gian này có 7 ngày nghỉ lễ. Công ty chị A chỉ thanh toán tiền chế độ cho 43 ngày (50 - 7 = 43). Như vậy có đúng không?
lbhxhq000949,Thế nào là 'phá thai bệnh lý' để được hưởng chế độ thai sản?
lbhxhq000950,"Điều luật nào quy định cụ thể về việc tính cả ngày nghỉ lễ, Tết vào thời gian hưởng chế độ khi sẩy thai?"
lbhxhq000951,"Nếu tôi sinh con một mình, tôi có được nghỉ làm 6 tháng không?"
lbhxhq000952,Nếu tôi sinh đôi thì thời gian nghỉ thai sản của tôi được tính như thế nào?
lbhxhq000953,"Chị A mang thai lần đầu và muốn nghỉ thai sản trước sinh 3 tháng để dưỡng thai, điều này có được không?"
lbhxhq000954,Chế độ thai sản khi sinh con là gì?
lbhxhq000955,"Thời gian nghỉ thai sản tối đa trước khi sinh là bao lâu, theo luật?"
lbhxhq000956,Nếu tôi không tham gia bảo hiểm xã hội thì có được nghỉ phép khi vợ sinh con không?
lbhxhq000957,Tôi cần làm gì để được nghỉ 5 ngày khi vợ sinh con theo chế độ bảo hiểm?
lbhxhq000958,"Anh A làm việc tại công ty X, vợ anh sinh đôi. Anh có được nghỉ nhiều hơn 5 ngày không?"
lbhxhq000959,Thế nào là 'đang đóng bảo hiểm xã hội' để được hưởng chế độ thai sản?
lbhxhq000960,Luật quy định cụ thể số ngày nghỉ cho lao động nam khi vợ sinh con là bao nhiêu?
lbhxhq000961,"Nếu vợ tôi sinh mổ, tôi có được nghỉ làm để chăm sóc vợ không?"
lbhxhq000962,Tôi cần làm gì để được hưởng chế độ nghỉ thai sản khi vợ sinh mổ?
lbhxhq000963,"Anh A đang đóng BHXH, vợ sinh đôi nhưng phải mổ và sinh khi thai mới 30 tuần. Anh A được nghỉ bao nhiêu ngày?"
lbhxhq000964,Thế nào là 'sinh con phải phẫu thuật' để được hưởng chế độ thai sản?
lbhxhq000965,Luật quy định thế nào về số ngày nghỉ khi vợ sinh con dưới 32 tuần?
lbhxhq000966,Nếu tôi không đóng bảo hiểm xã hội thì có được nghỉ phép khi vợ sinh con không?
lbhxhq000967,Nếu vợ tôi sinh ba thì tôi được nghỉ bao nhiêu ngày theo chế độ thai sản?
lbhxhq000968,"Anh A đang đóng BHXH, vợ anh sinh đôi nhưng công ty chỉ cho anh nghỉ 7 ngày. Như vậy có đúng luật không?"
lbhxhq000969,Thế nào là 'ngày làm việc' được hưởng chế độ thai sản?
lbhxhq000970,Luật quy định thế nào về số ngày nghỉ khi vợ sinh ba trở lên?
lbhxhq000971,"Nếu vợ tôi sinh ba và phải mổ, tôi có được nghỉ việc hưởng chế độ thai sản không?"
lbhxhq000972,Tôi cần làm gì để được nghỉ thai sản khi vợ sinh đôi và phải mổ?
lbhxhq000973,Anh A có vợ sinh đôi và phải phẫu thuật. Anh xin nghỉ 20 ngày để chăm sóc vợ con nhưng công ty chỉ cho nghỉ 14 ngày. Vậy công ty có làm đúng không?
lbhxhq000974,Thế nào là 'thời gian nghỉ việc hưởng chế độ thai sản' theo luật?
lbhxhq000975,Luật quy định cụ thể thời gian được nghỉ thai sản cho chồng trong trường hợp vợ sinh đôi trở lên phải phẫu thuật như thế nào?
lbhxhq000976,"Nếu con tôi mất sau khi sinh được 1 tháng, tôi có được nghỉ thai sản không?"
lbhxhq000977,"Nếu con tôi mất sau sinh, tôi cần làm gì để được hưởng chế độ thai sản?"
lbhxhq000978,Chị A sinh con và con mất khi được 3 tháng tuổi. Chị A muốn nghỉ 3 tháng để hồi phục sức khỏe. Công ty nói chị chỉ được nghỉ 2 tháng theo luật. Vậy công ty nói có đúng không?
lbhxhq000979,Thế nào là 'thời gian hưởng chế độ khi sinh con' trong trường hợp con mất?
lbhxhq000980,Luật quy định thế nào về thời gian nghỉ thai sản nếu con trên 2 tháng tuổi bị mất?
lbhxhq000981,"Nếu mẹ qua đời ngay sau khi sinh và không có bảo hiểm xã hội, cha có được nghỉ việc để chăm con không?"
lbhxhq000982,"Trong trường hợp mẹ mất sau sinh, cha hoặc người nuôi dưỡng cần làm gì để được hưởng chế độ thai sản?"
lbhxhq000983,Anh A và vợ đều tham gia BHXH. Vợ anh mất sau khi sinh con được 2 tháng. Anh A muốn biết anh được nghỉ thai sản trong bao lâu?
lbhxhq000984,Ai được xem là 'người trực tiếp nuôi dưỡng' trong trường hợp này?
lbhxhq000985,Luật quy định như thế nào về thời gian nghỉ thai sản của cha khi mẹ tham gia BHXH nhưng không đủ điều kiện hưởng chế độ và qua đời?
lbhxhq000986,Nếu mẹ đã hết thời gian nghỉ thai sản thì bố có được hưởng chế độ thai sản không?
lbhxhq000987,Nếu tôi là bố và muốn hưởng chế độ thai sản thay cho vợ đã hết thời gian nghỉ thì cần đáp ứng những điều kiện gì?
lbhxhq000988,"Anh A là công nhân, vợ anh vừa sinh con nhưng chỉ được nghỉ 4 tháng do công việc gấp. Anh A muốn nghỉ thay 2 tháng còn lại để chăm con. Anh có được hưởng chế độ thai sản không?"
lbhxhq000989,Thế nào là 'người trực tiếp nuôi dưỡng' được hưởng chế độ thai sản theo luật?
lbhxhq000990,Luật quy định cụ thể người cha hoặc người trực tiếp nuôi dưỡng cần đáp ứng điều kiện gì để hưởng chế độ thai sản khi mẹ hết thời gian nghỉ?
lbhxhq000991,"Nếu vợ tôi mất sau khi sinh, tôi có được nghỉ việc để chăm con không, dù công ty không cho phép?"
lbhxhq000992,Tôi cần làm gì để được nghỉ thai sản khi vợ tôi không may bị bệnh nặng sau sinh và không thể chăm sóc con?
